Israel_Defense_Forces__Archive_2___Deborahjay_13.xml_0	TEST	TRAIN	TRAIN	DEV	TRAIN	TRAIN	TRAIN	TRAIN	TRAIN	DEV
Israel_Defense_Forces__Archive_2___Deborahjay_13.xml_1	TEST	TRAIN	TRAIN	DEV	TRAIN	TRAIN	TRAIN	TRAIN	TRAIN	DEV
Israel_Defense_Forces__Archive_2___Deborahjay_13.xml_2	TEST	TRAIN	TRAIN	DEV	TRAIN	TRAIN	TRAIN	TRAIN	TRAIN	DEV
Death__Archive_4___Inappropriate_image_11.xml_0	TRAIN	TRAIN	TEST	TRAIN	TRAIN	TRAIN	TRAIN	TRAIN	TRAIN	TRAIN
Death__Archive_4___Inappropriate_image_11.xml_1	TRAIN	TRAIN	TEST	TRAIN	TRAIN	TRAIN	TRAIN	TRAIN	TRAIN	TRAIN
Mormonism___First_Vision-related_details_23.xml_0	TRAIN	TRAIN	TRAIN	TRAIN	TEST	TRAIN	TRAIN	TRAIN	TRAIN	TRAIN
Mormonism___First_Vision-related_details_23.xml_1	TRAIN	TRAIN	TRAIN	TRAIN	TEST	TRAIN	TRAIN	TRAIN	TRAIN	TRAIN
HIV__Archive_5___Response_from_Neuromancer_edits_made_to_lead_19.xml_2	TRAIN	TRAIN	TRAIN	TRAIN	TRAIN	TRAIN	TEST	TRAIN	TRAIN	TRAIN
HIV__Archive_5___Response_from_Neuromancer_edits_made_to_lead_19.xml_3	TRAIN	TRAIN	TRAIN	TRAIN	TRAIN	TRAIN	TEST	TRAIN	TRAIN	TRAIN
HIV__Archive_5___Response_from_Neuromancer_edits_made_to_lead_19.xml_0	TRAIN	TRAIN	TRAIN	TRAIN	TRAIN	TRAIN	TEST	TRAIN	TRAIN	TRAIN
HIV__Archive_5___Response_from_Neuromancer_edits_made_to_lead_19.xml_1	TRAIN	TRAIN	TRAIN	TRAIN	TRAIN	TRAIN	TEST	TRAIN	TRAIN	TRAIN
Israel_Defense_Forces__Archive_2___Deborahjay_3.xml_0	DEV	TRAIN	TEST	TRAIN	TRAIN	DEV	TRAIN	TRAIN	TRAIN	TRAIN
Israel_Defense_Forces__Archive_2___Deborahjay_3.xml_2	DEV	TRAIN	TEST	TRAIN	TRAIN	DEV	TRAIN	TRAIN	TRAIN	TRAIN
Israel_Defense_Forces__Archive_2___Deborahjay_3.xml_1	DEV	TRAIN	TEST	TRAIN	TRAIN	DEV	TRAIN	TRAIN	TRAIN	TRAIN
Israel_Defense_Forces__Archive_2___Deborahjay_3.xml_4	DEV	TRAIN	TEST	TRAIN	TRAIN	DEV	TRAIN	TRAIN	TRAIN	TRAIN
Israel_Defense_Forces__Archive_2___Deborahjay_3.xml_3	DEV	TRAIN	TEST	TRAIN	TRAIN	DEV	TRAIN	TRAIN	TRAIN	TRAIN
Israel_Defense_Forces__Archive_2___Deborahjay_3.xml_5	DEV	TRAIN	TEST	TRAIN	TRAIN	DEV	TRAIN	TRAIN	TRAIN	TRAIN
Rabbit__Archive_1___Etymology_5.xml_2	TRAIN	TRAIN	TRAIN	TRAIN	TEST	TRAIN	TRAIN	TRAIN	TRAIN	TRAIN
Rabbit__Archive_1___Etymology_5.xml_3	TRAIN	TRAIN	TRAIN	TRAIN	TEST	TRAIN	TRAIN	TRAIN	TRAIN	TRAIN
Rabbit__Archive_1___Etymology_5.xml_0	TRAIN	TRAIN	TRAIN	TRAIN	TEST	TRAIN	TRAIN	TRAIN	TRAIN	TRAIN
Rabbit__Archive_1___Etymology_5.xml_1	TRAIN	TRAIN	TRAIN	TRAIN	TEST	TRAIN	TRAIN	TRAIN	TRAIN	TRAIN
Hamas__Archive_11___Why_are_we_hated_so_much_1.xml_0	DEV	TRAIN	TEST	TRAIN	TRAIN	TRAIN	TRAIN	TRAIN	TRAIN	TRAIN
Gap_(clothing_retailer)___Suspicious_random_deletes_7.xml_0	TRAIN	TRAIN	TRAIN	TRAIN	DEV	TEST	TRAIN	TRAIN	TRAIN	TRAIN
Gap_(clothing_retailer)___Suspicious_random_deletes_7.xml_1	TRAIN	TRAIN	TRAIN	TRAIN	DEV	TEST	TRAIN	TRAIN	TRAIN	TRAIN
Abortion__Archive_23___A_picture_of_abortion_20.xml_5	TEST	TRAIN	TRAIN	TRAIN	TRAIN	DEV	TRAIN	TRAIN	TRAIN	TRAIN
Abortion__Archive_23___A_picture_of_abortion_20.xml_3	TEST	TRAIN	TRAIN	TRAIN	TRAIN	DEV	TRAIN	TRAIN	TRAIN	TRAIN
Abortion__Archive_23___A_picture_of_abortion_20.xml_4	TEST	TRAIN	TRAIN	TRAIN	TRAIN	DEV	TRAIN	TRAIN	TRAIN	TRAIN
Abortion__Archive_23___A_picture_of_abortion_20.xml_1	TEST	TRAIN	TRAIN	TRAIN	TRAIN	DEV	TRAIN	TRAIN	TRAIN	TRAIN
Abortion__Archive_23___A_picture_of_abortion_20.xml_2	TEST	TRAIN	TRAIN	TRAIN	TRAIN	DEV	TRAIN	TRAIN	TRAIN	TRAIN
List_of_topics_characterized_as_pseudoscience__Archive_13___Suggested_change_of_first_heading_6.xml_0	TRAIN	TRAIN	TRAIN	TRAIN	TRAIN	TRAIN	TRAIN	TRAIN	TEST	TRAIN
List_of_topics_characterized_as_pseudoscience__Archive_13___Suggested_change_of_first_heading_6.xml_1	TRAIN	TRAIN	TRAIN	TRAIN	TRAIN	TRAIN	TRAIN	TRAIN	TEST	TRAIN
List_of_topics_characterized_as_pseudoscience__Archive_13___Suggested_change_of_first_heading_6.xml_2	TRAIN	TRAIN	TRAIN	TRAIN	TRAIN	TRAIN	TRAIN	TRAIN	TEST	TRAIN
List_of_topics_characterized_as_pseudoscience__Archive_13___Suggested_change_of_first_heading_6.xml_3	TRAIN	TRAIN	TRAIN	TRAIN	TRAIN	TRAIN	TRAIN	TRAIN	TEST	TRAIN
